NVMe_total_util,CPU,Memory_used
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
0.8380125,0.5182709,0.84019274
0.8162619000000001,0.51474196,0.8203322000000001
0.80962753,0.53077894,0.81243646
0.8091178000000001,0.530469,0.81210107
