NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,CPU_count,Memory_total,Storage_count,num_workers
0.0,0.0,0.0,0.37999999895691894,75067392.0,11102707712.0,100000000000.0,1.2,15025.0,16.0,34359740000.0,8.0,50.0
134008012.80000001,2446410547.2,6.623999999975786,7.0259999997913845,2457991577.6,11143725056.0,100000000000.0,1.6,2450319227.2,16.0,34359740000.0,8.0,50.0
134224281.6,2321311334.4,7.423200000007635,7.164000000804664,2366710579.2,11165474816.0,100000000000.0,1.2,2324131797.6,16.0,34359740000.0,8.0,50.0
134217728.0,2467652403.2,7.2015999999828635,7.303999999538065,2488000512.0,11159744512.0,100000000000.0,1.4,2475052786.6,16.0,34359740000.0,8.0,50.0
134266880.0,3064199577.6000004,7.04320000000298,9.14999999962747,3119668428.8,11177058304.0,100000000000.0,1.2,3067842518.0,16.0,34359740000.0,8.0,50.0
19713228.8,2798936883.2,6.710400000005029,8.197999999672176,3007098880.0000005,11182788608.0,100000000000.0,1.0,2802995407.4,16.0,34359740000.0,8.0,50.0
19713228.799999997,3162972160.0,6.965600000019185,9.592000000178816,3096662835.2,11177267200.0,100000000000.0,1.0,3168840021.0,16.0,34359740000.0,8.0,50.0
19922944.0,3122249728.0,6.897599999979138,9.16199999973178,3176856985.5999994,11177000960.0,100000000000.0,1.2,3126658417.4,16.0,34359740000.0,8.0,50.0
19922943.999999996,3261924147.2000003,7.113599999994039,9.526000000163915,3103825100.8,11177357312.0,100000000000.0,1.4,3266828121.8,16.0,34359740000.0,8.0,62.0
69206016.0,1765662719.9999998,5.762400000053457,5.236000000685453,2211270963.2,11192700928.0,100000000000.0,1.2,1767848055.4,16.0,34359740000.0,8.0,62.0
68996300.8,3130690764.8,7.212000000011176,9.524000000581143,2899805798.4,11191291904.0,100000000000.0,1.8,3135266347.2,16.0,34359740000.0,8.0,62.0
69206016.0,2720922009.6,6.599199999985285,8.193999998271467,2659334348.8,11189301248.0,100000000000.0,1.6,2724641615.8,16.0,34359740000.0,8.0,62.0
69101158.39999999,2984873984.0,6.888800000026823,8.840000001341105,3029717811.2,11167428608.0,100000000000.0,1.2,2989149819.4,16.0,34359740000.0,8.0,62.0
158334976.00000003,3068823142.3999996,7.115200000023469,9.07600000053644,2950348595.2000003,11164291072.0,100000000000.0,1.2,3072858516.8,16.0,34359740000.0,8.0,62.0
158125260.8,3132122726.4,7.121600000001489,9.746000000834464,2988986368.0,11162087424.0,100000000000.0,1.2,3136460904.2,16.0,34359740000.0,8.0,62.0
158334976.0,2760329625.6000004,6.628000000002793,8.353999999910593,2852836761.6,11174498304.0,100000000000.0,1.2,2764348714.2,16.0,34359740000.0,8.0,62.0
158230118.4,2665941401.6,6.678400000045075,8.131999999284744,2710713958.3999996,11163557888.0,100000000000.0,1.2,2670062918.6,16.0,34359740000.0,8.0,50.0
